identifier,actIdentifier,issued,customerName,orderIdentifier,orderDate,orderContractorLegalName,orderContractorIdentifier,addressCountry,addressRegion,addressLocality,streetAddress,locationDescription,latitude,longitude,itemSpecies,itemQuantityPlan,itemQuantityFact,itemQuantityLeft,reportIdentifier,reportDate,status,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-021,00-0042,25.02.2021,Департамент міського господарства,21,25.02.2021,"КП ""Служба муніципального управління""",43032951,Україна,Львівська,Дрогобич,вул. Л. Українки. 70,прокуратура,49.35632,23.50219,ясень,1,1,0,05.03.2021,2021,видалення дерева,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-021,00-0042,25.02.2021,Департамент міського господарства,21,25.02.2021,"КП ""Служба муніципального управління""",43032951,Україна,Львівська,Дрогобич,вул. Л. Українки. 70,прокуратура,49.35636,23.50221,ясень,1,1,0,05.03.2021,2021,видалення дерева,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-027,00-0043,17.03.2021,Департамент міського господарства,27,17.03.2021,"КП ""Служба муніципального управління""",43032951,Україна,Львівська,Дрогобич,вул. Самбірська.94,null,49.36433,23.49137,горіх,1,1,0,22.03.2021,2021,видалення дерева,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-029,00-0044,22.03.2021,Департамент міського господарства,29,22.03.2021,"КП ""Служба муніципального управління""",43032951,Україна,Львівська,Дрогобич,вул. Січових Стрільців.31,null,49.35086,23.49784,ясень,1,1,0,30.03.2021,2021,видалення дерева,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-029,00-0045,22.03.2021,Департамент міського господарства,29,22.03.2021,"КП ""Служба муніципального управління""",43032951,Україна,Львівська,Дрогобич,вул. П. Орлика 7/2. 7/3,null,49.35631,23.51234,липа,1,1,0,24.03.2021,2021,видалення дерева,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-029,00-0046,22.03.2021,Департамент міського господарства,29,22.03.2021,"КП ""Служба муніципального управління""",43032951,Україна,Львівська,Дрогобич,вул. І. Франка- Нижанківського,null,49.35403,23.50461,акація,1,1,0,01.04.2021,2021,видалення дерева,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-029,00-0047,22.03.2021,Департамент міського господарства,29,22.03.2021,"КП ""Служба муніципального управління""",43032951,Україна,Львівська,Дрогобич,вул. Самбірська. 82,null,49.36225,23.48996,липа,1,1,0,22.03.2021,2021,видалення дерева,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-029,00-0048,22.03.2021,Департамент міського господарства,29,22.03.2021,"КП ""Служба муніципального управління""",43032951,Україна,Львівська,Дрогобич,вул. Самбірська. 82,null,49.36220,23.49004,груша,1,1,0,22.03.2021,2021,видалення дерева,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-040,00-0069,26.03.2021,Департамент міського господарства,43,26.03.2021,"КП ""Служба муніципального управління""",43032951,Україна,Львівська,Дрогобич,вул. Січ. Стрільців. 34,null,49.35199,23.49796,каштан,1,1,0,31.03.2021,2021,видалення дерева,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-040,00-0070,26.03.2021,Департамент міського господарства,43,26.03.2021,"КП ""Служба муніципального управління""",43032951,Україна,Львівська,Дрогобич,вул. Сахарова,біля ДЮСША,49.35047,23.51517,каштан,1,1,0,24.03.2021,2021,видалення дерева,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-040,00-0070,26.03.2021,Департамент міського господарства,43,26.03.2021,"КП ""Служба муніципального управління""",43032951,Україна,Львівська,Дрогобич,вул. Сахарова,біля ДЮСША,49.35044,23.51521,каштан,1,1,0,24.03.2021,2021,видалення дерева,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-040,00-0070,26.03.2021,Департамент міського господарства,43,26.03.2021,"КП ""Служба муніципального управління""",43032951,Україна,Львівська,Дрогобич,вул. Сахарова,біля ДЮСША,49.35041,23.51524,каштан,1,1,0,24.03.2021,2021,видалення дерева,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-040,00-0070,26.03.2021,Департамент міського господарства,43,26.03.2021,"КП ""Служба муніципального управління""",43032951,Україна,Львівська,Дрогобич,вул. Сахарова,біля ДЮСША,49.35037,23.51526,каштан,1,1,0,24.03.2021,2021,видалення дерева,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-040,00-0070,26.03.2021,Департамент міського господарства,43,26.03.2021,"КП ""Служба муніципального управління""",43032951,Україна,Львівська,Дрогобич,вул. Сахарова,біля ДЮСША,49.35034,23.51529,каштан,1,1,0,24.03.2021,2021,видалення дерева,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-040,00-0070,26.03.2021,Департамент міського господарства,43,26.03.2021,"КП ""Служба муніципального управління""",43032951,Україна,Львівська,Дрогобич,вул. Сахарова,біля ДЮСША,49.35032,23.51533,каштан,1,1,0,24.03.2021,2021,видалення дерева,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-040,00-0070,26.03.2021,Департамент міського господарства,43,26.03.2021,"КП ""Служба муніципального управління""",43032951,Україна,Львівська,Дрогобич,вул. Сахарова,біля ДЮСША,49.35029,23.51535,каштан,1,1,0,24.03.2021,2021,видалення дерева,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-040,00-0071,26.03.2021,Департамент міського господарства,43,26.03.2021,"КП ""Служба муніципального управління""",43032951,Україна,Львівська,Дрогобич,вул. В. Великого.68,прибудинкова територія,49.36264,23.49161,алича,1,1,1,31.03.2021,2021,видалення дерева,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-040,00-0072,26.03.2021,Департамент міського господарства,43,26.03.2021,"КП ""Служба муніципального управління""",43032951,Україна,Львівська,Дрогобич,вул. В. Великого.68,прибудинкова територія,49.36264,23.49161,вишня,1,1,1,31.03.2021,2021,видалення дерева,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-341,00-0119,29.04.2021,Розпорядження міського голови,341,29.04.2021,"КП ""Служба муніципального управління""",43032951,Україна,Львівська,Дрогобич,вул. Музична. 3,,49.34922,23.50483,каштан,1,1,0,13.04.2021,2021,видалення дерева,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
